drug	Gcv2	His7	Trp3	Aro2	Lys1	Hom2	Aro3	Car1	Sam4	Sui2	Gcv3	Rnr4	Pdc1	Pyc2	Tps3	Tsl1	Pgm2	Ald4	Hxk1	Pda1	Idp1	Tal1	Hxt3	Pgk1	Pmi40	Hog1	Cwp1	Mdh2	Erg3	Erg10	Lsc1	Pdr5	Dur1	Uga1	Gpd2	Gpd1	Ahp1	Grx1	Uth1	Yhb1	Tsa1	Sod1	Trx2	Ssa2	Ssa1	Ssa4	Ypk1	Sti1	Bat2	Tdh1	Hsp12	Hsp104	Hsp78	Nth1	Sse1	Hsc82	Tps1	Nsr1	Hsp42	Aha1	Hsp26	Ydj1	Pre4	Htb2	Bmh1	BY4741
Vor rep3 MIC/2	0.15942745	0.24186856	0.29169148	0.15122856	-0.08733721	-0.124677725	0.16267928	0.108605966	-0.17853974	0.047565453	0.40945205	0.3449743	0.09285971	0.003989978	0.3262288	0.38991776	0.23636827	0.12486659	-0.3001226	0.15642692	-0.16675462	0.045828637	0.62885356	0.14852034	0.26442915	0.18757409	-0.15441807	0.0014870552	1.2752633	0.61792076	0.23381333	0.93733054	0.17062254	0.334476	-0.009663233	0.7859244	-0.4944668	0.1273371	0.13047127	0.8153517	0.30257994	0.1603928	-0.7652068	0.1370934	0.22383793	0.24470818	0.37495574	0.11738929	0.19959897	0.14233395	0.39093357	0.19711873	0.2561966	0.39818576	-0.105503045	0.12472715	0.313155	-0.33213538	0.34823957	0.24577826	0.016177485	-0.073269315	0.09517791	0.058548857	0.18348394	0.13188082
Vor rep3 MIC	0.23049018	0.28108475	0.4572292	0.5312577	-0.28705576	0.027145013	0.47856325	0.32661602	0.07863865	0.9218299	0.785384	0.28401878	0.0625388	0.19463724	0.49625963	0.59032696	0.36581072	0.32122955	-0.4071423	0.5122125	0.05771415	0.2816665	0.62149245	0.21130356	0.46397445	0.47202837	-0.05309703	0.024922704	1.414458	0.776815	0.90662116	1.216044	0.51712704	0.64220345	0.11830332	1.067595	0.16578598	0.5513167	0.81056136	0.8182498	0.27232465	0.25576985	-0.20768967	0.28489342	0.2723903	0.7609844	0.8729576	0.25366214	0.6074158	0.28438753	0.45151198	0.37685364	0.78344613	1.0884861	0.38550672	0.19330743	0.8575176	-0.28967208	0.88128316	0.24998535	0.2266005	-0.09084166	0.0812835	0.118777305	0.40884086	1.0189184
SDS rep1 MIC/2	-0.014370141	-0.29255345	-0.13273296	-0.2971127	-0.061065294	-0.1448342	0.04284966	-0.3833271	-0.1267444	-0.1825628	0.19566461	0.013601594	-0.11804859	-0.036401223	-0.09928923	0.32263112	0.18368414	-0.16878623	0.13133356	-0.1992388	-0.14886919	-0.10758272	-0.13397202	0.052762553	-0.13456565	-0.1138208	0.088707216	-0.41536063	-0.2552183	-0.1623711	-0.15240419	-0.03701709	-0.14486624	0.06930029	-0.15962294	0.4617697	-0.06202936	-0.113925576	0.088538684	-0.4290565	-0.07985335	0.059000287	-0.03330208	-0.049567092	-0.038570266	0.012751203	-0.115434915	-0.25899825	-0.008511369	0.68513685	-0.05874817	0.1558574	-0.006402827	0.11278262	0.061971672	-0.07334812	0.26371047	-0.30217445	0.20815337	0.06942879	0.03690923	-0.021711638	-0.048572093	-0.0052514914	0.03332083	-0.08986108
SDS rep1 MIC	0.437104	-0.14883535	-0.064416595	-0.3259112	-0.17271061	-0.33676624	-0.1349061	-0.39814228	-0.17556085	-0.05288141	0.3296892	-0.015805129	-0.04028516	-0.04015739	-0.02491745	0.40659234	0.04187802	-0.26230302	0.015574139	-0.27814564	-0.32208556	-0.17962693	-0.22007309	0.0054614493	-0.18405545	-0.15508683	0.19738725	-0.586173	-0.51624054	-0.2650992	-0.19680253	-0.03418824	-0.33123055	0.015065682	-0.29526773	0.54023564	0.016646957	-0.057103705	-0.027421031	-0.5827501	-0.12273703	0.06592277	0.19000593	0.015531944	0.04703086	0.06255082	-0.18172307	-0.2357919	0.021906974	0.78196734	-0.088854365	0.21020536	-0.011077082	0.07685457	0.073269635	-0.015061475	0.4380602	-0.66391534	0.18633401	0.0109098125	-0.060805876	0.0092520015	-0.06707332	-0.035435088	0.040094197	-0.061341982
SDS rep2 MIC/2	-0.01907529	-0.17337286	-0.09739193	-0.27888703	-0.19670713	-0.32173634	-0.12269106	-0.64132196	-0.22692902	-0.10075336	-0.029409932	-0.016583875	-0.025975235	0.0042751674	-0.058190018	0.08244502	-0.017071076	-0.12716226	0.047773443	-0.2543139	-0.51445746	-0.3340939	-0.2366707	0.057149418	-0.11173128	-0.18390433	0.09179838	-0.51412266	-0.59611315	-0.18504512	0.031667385	0.06554647	0.0037100506	0.07660131	-0.22753046	0.45076674	-0.399596	-0.0409662	-0.078376405	-0.44142875	-0.12483636	-0.096960254	-0.7629161	-0.03591107	0.02191375	0.10292097	-0.07043808	-0.38196945	0.12598899	0.4739918	-0.012547397	0.122704	0.005679197	0.049198788	0.021647274	-0.028958816	0.07412251	-0.36424735	-0.023009954	-0.26142898	0.06895749	-0.14166522	-0.118925914	-0.037025735	-0.084926285	-0.040684283
SDS rep2 MIC	0.17050427	-0.2962264	-0.095117174	-0.33596295	-0.21153207	-0.43772113	-0.32535687	-0.31435367	-0.2601408	-0.22255886	0.31842145	0.01129466	-0.010989823	-0.23205784	-0.10993151	0.22430204	0.10850755	-0.22360271	0.048273828	-0.3707033	-0.40351072	-0.1655762	-0.23682523	0.04081879	-0.15908198	-0.16307957	0.048066076	-0.7388909	-0.6158132	-0.24895719	-0.19418637	0.13396403	-0.15574804	0.035121936	-0.67514235	0.6313368	-0.21912277	-0.12020579	-0.057005566	-0.42525658	-0.14359432	-0.10172799	0.21988223	0.029935403	0.21071607	-0.09548353	-0.2926927	-0.32651353	0.20545217	0.29840803	-0.12055323	0.20353813	-0.10864301	-0.0089428965	0.0005801528	0.0026176076	0.2914872	-0.6747909	0.12843004	-0.12779294	-0.107739486	-0.12984338	-0.15367673	-0.05149686	-0.09152913	-0.12703511
SDS rep3 MIC/2	-0.18778665	-0.09137127	-0.101318814	-0.22150663	-0.08551395	-0.35301015	-0.017259823	-0.21169746	-0.12817192	-0.16673513	-0.002940372	-0.026146237	-0.09374363	-0.42932108	-0.16504988	-0.2519676	-0.23697004	-0.3519959	-0.39213365	-0.31242633	-0.29713055	-0.14857128	-0.22945386	0.0052741705	-0.42291754	-0.57166374	0.118998565	-0.41571504	-0.32914972	-0.08431753	-0.015227278	0.08472373	-0.01150669	-0.06800635	-0.119111374	0.3545772	-0.28824323	-0.10810887	-0.21830952	-0.548297	-0.22770405	-0.09263609	-0.730105	0.008356809	-0.20953855	0.12513155	-0.06256646	-0.15947118	0.1854258	0.78340447	-0.2888416	0.0343451	-0.03501909	0.010527252	0.08157901	0.009724587	0.0009864991	-0.24363965	-0.07005159	-0.3383067	-0.38238233	-0.12834184	-0.06567437	-0.02492576	-0.021967262	-0.06914989
SDS rep3 MIC	-0.18212575	-0.21379888	-0.24824083	-0.38944924	-0.11520093	-0.552427	-0.26427913	-0.27889508	-0.09770282	-0.27830386	-0.0065816315	-0.08453561	-0.12811892	-0.31762385	-0.062323652	-0.089026034	-0.4407164	-0.38411605	-0.53398615	-0.39796802	-0.34175202	-0.1368207	-0.35152984	0.016133778	-0.7952599	-0.41276968	0.3006525	-0.84524184	-0.4513814	-0.23944958	-0.39414153	0.1113987	-0.35965487	-0.166384	-0.25000265	0.3806649	0.051004432	-0.16795458	-0.4200363	-0.7952871	-0.07631082	0.085944876	0.019912712	0.09084721	-0.06627198	-0.18676378	-0.15438323	-0.1293654	0.267121	0.37947991	-0.50472134	0.16067654	-0.061732974	0.056934178	-0.031020038	0.11983132	0.1236595	-0.35527387	-0.04938822	-0.64545345	-0.45250624	-0.10714492	-0.08894418	-0.017981017	-0.0076841465	-0.23847017
11326083 rep1 MIC/2	0.34234816	0.066532195	0.15455084	0.013207307	-0.8937058	-0.32239765	-4.9875052e-06	-0.0067326394	-0.21469082	0.1979574	0.35274407	-0.17670448	0.036276925	-0.022597259	0.35938227	1.1083882	1.1997026	0.33721694	1.5637288	0.9402961	0.49832505	0.19801782	-0.5394329	0.15235417	0.010452298	0.18291016	-0.41226083	-0.5737309	0.38452965	-0.17203033	0.61926925	-0.91808313	-0.100828975	0.80000305	-0.24416795	0.3965805	0.98157555	0.2910019	0.3379519	-0.095191576	0.20313932	1.7926376	2.0188835	-0.47384155	1.5650784	3.2190475	0.044636585	-0.004257343	0.29343516	1.1847609	1.5858308	0.60300475	1.4056783	0.5611377	-0.9846261	-0.32714048	1.610577	-1.4852298	1.0786365	0.1222558	0.34190315	-0.07563264	0.07871568	-0.21531813	0.20030013	0.23406325
11326083 rep1 MIC	0.23054339	-0.03387498	0.1642436	-0.15511881	-1.1982808	-0.5592639	-0.16202864	-0.114271976	-0.13030112	0.17531776	0.2569459	-0.3234011	0.02918476	-0.12968871	0.41147026	1.3491812	1.3223312	0.29272422	1.4422029	0.8529788	0.39517325	0.30994686	-1.0344852	-0.07817458	-0.071135774	0.15776958	-0.6847971	-0.9469417	1.0217258	-0.25399658	0.29099724	-0.59654033	-0.45613095	0.2919004	-0.29915255	0.50670505	1.0737815	0.3399617	0.12934732	0.29391402	0.16501492	1.4461409	1.915592	-0.54227394	0.82798624	1.7560221	0.19661593	-0.21408403	0.38344815	1.2851864	1.6271684	1.055127	1.528046	0.53296906	-1.0208856	-0.4613612	1.5315198	-1.3937571	0.7831899	0.15987857	0.51908696	0.025907854	0.22813345	-0.37057456	0.20562384	0.18916641
11326083 rep2 MIC/2	-0.20407896	-0.17125694	0.14379704	0.07141195	-1.4602709	-0.11789797	0.031725936	0.23993877	-0.2316429	0.16363095	-0.030122824	-0.07297658	0.053482804	-0.3297173	0.17955197	1.3142483	1.1173539	0.2788558	1.0066721	0.5999944	0.23829554	0.58969146	-0.34680384	0.123240806	0.26623052	0.0832498	-0.3691049	-0.5749755	1.1408451	0.0665358	0.33152944	-0.326291	0.16360238	0.69815195	-0.15341389	0.78798294	1.1395229	0.25011173	-0.12117907	0.5928078	0.47543052	1.6912235	2.317506	-0.11194287	0.6972237	0.7798574	0.29617658	-0.030640269	0.3866076	1.07469	1.9533758	1.1321706	1.0570413	0.6199035	-0.50345033	-0.080854975	1.2204136	-1.0616452	0.9819901	0.2125173	0.49488232	-0.17558911	0.3944729	0.12917514	0.49426246	0.4153008
11326083 rep2 MIC	-0.29843315	-0.22764806	0.3815436	0.026434794	-1.6044604	-0.22854912	0.010705998	0.50184786	-0.45732918	0.08698542	0.00983955	0.70719576	0.23772375	-0.27016127	0.41167584	1.5828321	1.5974528	0.41097194	1.2110622	0.7188048	0.48018286	0.81307924	-0.067104675	0.5628128	0.3722856	0.15106672	-0.7846793	-0.5285726	1.0670476	0.051309522	0.42267525	-0.43920445	0.1918752	1.2037303	-0.1326498	1.301181	1.445109	0.3065372	-0.15068644	0.888396	0.73409724	1.8501091	3.1478086	0.17911136	1.139657	1.0396166	0.40769786	0.07665644	0.50149584	1.7809914	2.2434506	1.6766229	1.3690232	0.9998502	-0.6389056	0.12595794	1.6425532	-1.201867	1.0441575	0.38903508	0.6128677	-0.079155974	0.5620767	0.09990541	0.6471647	0.39031947
11326083 rep3 MIC/2	0.68306005	-0.45050767	-0.11736656	-0.09578059	-1.8624289	-1.0624402	-0.23259434	-0.9979387	-1.019891	0.35769966	0.771812	-1.0488211	0.0067391978	-0.5549003	0.39497536	2.1424153	2.102074	1.2375783	2.5634096	1.05767	0.42751977	0.091527395	-2.9964414	0.24742603	0.26158965	0.040134173	-0.93538487	-0.7057315	-1.3990993	-0.57727265	1.0358949	-2.2216916	-0.4454471	1.0767964	-1.0359814	0.4685951	1.3537022	0.38980317	0.1491334	-1.0071261	-0.23112625	1.1546384	2.367775	-1.1476189	1.7018185	3.9040408	-0.5952868	0.20129043	-0.70166093	2.400689	5.2369986	1.9217454	1.6962254	0.4996216	-1.3071022	-0.69590735	1.5200958	-2.0186853	1.628059	0.53553736	1.1389836	0.112859435	-0.22552368	-1.0999928	0.07018926	0.0061498717
11326083 rep3 MIC	0.50718707	-0.2310998	0.049824294	-0.19525293	-1.5836537	-0.8403182	-0.31787208	-0.4784229	-0.39993805	0.17311424	0.22625077	-0.9100118	-0.050073486	-0.50568676	0.32728016	1.9435277	1.7729228	1.1073247	2.2367496	0.95693046	0.35933188	0.22440876	-1.9411861	0.099843785	-0.0009192821	0.0015444371	-1.0187852	-0.699597	0.09395184	-0.4306712	0.77182853	-1.7397121	-0.3227835	0.9139605	-0.4930967	0.46977198	1.1100156	0.37080872	0.07324234	-0.21076557	-0.15738274	1.5497136	2.48939	-1.0944322	1.6669307	4.0223694	-0.3824497	-0.102375716	-0.060892075	1.8736709	4.5988064	1.9765567	1.8044825	0.46006513	-1.2305341	-0.5588592	1.591969	-1.749367	1.191537	0.35285288	1.5584	-0.00014103267	-0.13419217	-0.7654863	0.023489064	0.16119632
MP rep1 MIC/2	0.48011813	-0.1888578	0.32267457	-0.092599325	-0.63869727	-0.040809534	0.20196639	-0.13482018	-0.65033597	0.1335988	0.61136603	0.8502245	0.22346795	-0.065453984	0.68179613	2.0990024	2.4421337	1.4934095	2.6840923	1.322665	0.79064006	0.69015807	-0.2629904	0.49562365	0.13694029	0.3523568	-0.43623605	-0.12480045	0.84731376	0.39887324	1.033788	-0.119292386	0.5365923	1.5101455	0.21024178	1.1513332	0.9499729	0.4268058	0.12086781	2.9245615	0.533675	2.0164142	2.2064786	-0.28566632	0.83658916	2.3685439	0.376647	0.25101367	0.87434316	2.9456158	4.333303	1.8855815	1.6905816	1.026754	-0.5707364	-0.14810973	1.8950264	-1.1802791	1.6350254	0.9254121	2.3023612	0.054267623	0.4122438	-0.462717	0.6985819	0.2670531
MP rep1 MIC	0.4425067	-0.29298386	0.26448497	-0.04158694	-0.7182482	-0.2201383	0.14821991	-0.22039735	-0.8071919	0.08020402	0.6592608	0.8881979	0.14866401	-0.041380115	0.70332193	2.2034047	2.6017413	1.3791486	2.7054586	1.2291859	0.7434821	0.58022463	-0.3320322	0.54428315	-0.08903171	0.29333735	-0.4015257	-0.24118654	0.51939017	0.12461484	0.9718149	0.067781776	0.41479206	1.7597853	0.22560257	1.1274601	0.9402043	0.40409896	-0.076663084	2.7771678	0.4933451	2.0328548	2.1660635	-0.51535493	0.7497818	2.3807843	0.21723697	0.23357287	0.97570246	3.142904	4.408585	1.9361526	1.6436847	1.028675	-0.7218129	-0.31450015	2.099102	-1.4401058	1.7300262	0.8339544	2.3238482	-0.045070056	0.30357146	-0.6085252	0.64013743	0.27320528
MP rep2 MIC/2	0.398096	-0.17517456	0.19597964	-0.4489116	-0.936297	-0.510946	0.07733226	-0.68749523	-0.9075998	0.41100195	0.55956477	0.37085405	0.08127489	-0.20986164	0.60331315	2.0231774	2.1778834	1.1903324	2.5500689	1.0864664	0.58028126	0.47321263	-0.37812698	0.3714959	0.023661643	0.3016388	-0.8290763	-0.24499407	0.576365	0.29328963	0.8945408	-1.3115581	0.253708	1.1882784	-0.18712616	1.1009763	1.1078752	0.61211807	0.39684698	2.5575578	0.50318956	2.3775089	2.7001586	-0.36298704	1.7250699	2.7634456	-0.059318904	0.38206986	0.1302502	3.1747677	4.7933283	2.2342515	1.9923033	1.0459538	-0.8734406	-0.3101873	1.6299738	-1.6983553	1.6934795	1.050911	2.7319603	0.15956788	0.49353898	-0.96154416	0.46076235	0.41202164
MP rep2 MIC	0.2869377	-0.30317983	0.1887826	-0.24469623	-0.9098488	-0.72146785	-0.0033804066	-0.47325233	-0.9019014	0.22552726	0.5805928	1.2253952	0.09738872	-0.15572466	0.74683493	2.2239592	2.4312694	1.0111004	2.544343	1.0585384	0.5279148	0.45207995	-0.25319684	0.439857	-0.14582196	0.17954195	-0.94485545	-0.4830249	0.72449774	0.0985086	0.86001897	-0.5879123	0.06735607	1.68873	-0.036764167	1.2404943	1.1563997	0.51004714	-0.064703725	2.7510815	0.5574726	2.2059083	2.7247627	-0.45357463	1.613821	2.556034	-0.011875907	0.23558904	0.61852205	3.3073921	4.7340055	2.164092	2.0182796	1.1609155	-0.93106467	-0.2927426	2.0450656	-1.8495152	1.6758248	0.94986176	2.4284682	0.039066132	0.34895045	-0.86524796	0.4889262	0.3304422
MP rep3 MIC/2	0.2724592	-0.027770761	0.44676542	0.09965071	-0.9472809	-0.2611334	0.335162	-0.32222188	-0.98998284	0.124870375	0.5122573	-0.29570898	-0.018821659	-0.4101635	0.6064241	1.8322002	1.737757	1.5095259	1.8099717	0.89195937	0.59272766	-0.15205644	-1.8445258	0.37815657	-0.05730322	0.070399255	-0.6263485	-0.33182374	0.057518657	0.3015008	1.1652523	-1.0235188	0.4201616	1.3463057	-0.35395324	0.5433106	0.95736665	0.38609245	0.4850038	0.90427566	0.37027195	2.0498438	2.2585099	-0.09223563	1.977921	3.1792438	0.089010425	0.38851005	-0.0844356	2.0911787	3.9592443	1.8986949	1.9046143	0.8396614	-0.7269548	0.22028768	1.5259039	-1.423855	1.4634411	0.8490965	2.6227582	0.20153138	0.1566883	-0.3512164	0.47177494	-0.07977837
MP rep3 MIC	0.2752055	-0.26027665	0.30181322	0.07884921	-1.0202224	-0.33054385	0.32652783	-0.39292473	-0.8445499	0.14999297	0.5604689	-0.27513438	-0.2638449	-0.48019987	0.3993108	1.7773478	1.695947	1.4807332	1.7423533	0.769602	0.49713516	0.026695997	-2.2691922	0.30911535	-0.48403686	-0.06848878	-0.78704476	-0.39542845	0.06977867	0.08361778	1.0630755	-1.5836296	0.31921455	1.3404589	-0.31224737	0.51984835	1.0580133	0.2936942	0.08779107	0.6152154	0.15993537	2.3727908	2.2691064	-0.37109095	1.831902	3.1487944	0.106530994	0.006899757	-0.15738341	2.0955975	4.4209404	2.0057042	1.82676	0.8529498	-0.7433007	-0.065340616	1.441512	-1.6452885	1.3742019	0.7009437	2.7052276	-7.412642e-05	0.13484961	-0.6993186	0.37385365	-0.06948047
